	id	sentence	sentiment
22	73d06d124949703b4c8f0a92f	 near the end takes on a whole other meaning .	2
23	529fa6572f751022eab93408f	 Grenier is terrific , bringing an unforced , rapid-fire delivery to Toback 's Heidegger - and Nietzsche-referencing dialogue .	4
24	eb4460d50070c2ef88ae281d0	 The Sundance Film Festival has become so buzz-obsessed that fans and producers descend upon Utah each January to ferret out The Next Great Thing .	2
25	84e0eafdf108871a4e2691ae9	 ` Tadpole ' was one of the films so declared this year , but it 's really more of The Next Pretty Good Thing .	2
26	d32dd4775a419a2040d05e69c	 The actors are fantastic .	4
27	0b925c7e9f5fb12fa66a9dc41	 They are what makes it worth the trip to the theatre .	3
28	bd9459695746cb72b41d335aa	 -LRB- Taymor -RRB- utilizes the idea of making Kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work .	4
29	881025d486ab85d80887a6b30	 This is n't a new idea .	1
30	ee99953bf99c622b21198d832	 It 's been done before but never so vividly or with so much passion .	4
31	217691a418caaddee1173b6fa	 -LRB- `` Take Care of My Cat '' -RRB- is an honestly nice little film that takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals .	3
32	cb68e8feb71d78b90a8167777	 It 's not life-affirming -- its vulgar and mean , but I liked it .	2
33	9def07500677bc7d02053fabb	 What `` Empire '' lacks in depth it makes up for with its heart .	3
34	55b265497cc9596c04da2ef6f	 Light , silly , photographed with colour and depth , and rather a good time .	4
35	9386939c3c4a6e97ee2678cb1	 But tongue-in-cheek preposterousness has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...	3
36	0979e4b3ecb11889b519914af	 Much of the movie 's charm lies in the utter cuteness of Stuart and Margolo .	3
37	92638ced7c0f4deaaada8caa4	 Their computer-animated faces are very expressive .	3
38	d6d15b854de267a58265d4887	 The path Ice Age follows most closely , though , is the one established by Warner Bros. giant Chuck Jones , who died a matter of weeks before the movie 's release .	2
39	c8a78682b0a160e0cc7f8415a	 ... spiced with humor -LRB- ' I speak fluent flatula , ' advises Denlopp after a rather , er , bubbly exchange with an alien deckhand -RRB- and witty updatings -LRB- Silver 's parrot has been replaced with Morph , a cute alien creature who mimics everyone and everything around -RRB-	3
40	cba913e9dc94b6cf5a7c0502f	 There 's an energy to Y Tu Mamá También .	3
41	5fab9cffebc5a83244a9a3842	 Much of it comes from the brave , uninhibited performances by its lead actors .	4
42	a25313d03607411eadf246580	 `` 13 Conversations '' holds its goodwill close , but is relatively slow to come to the point .	2
43	55de2c3326db4cc381ce5caa6	 `` Auto Focus '' works as an unusual biopic and document of male swingers in the Playboy era	3
44	db70d7f2ef49595bf0c5fa98b	 If Mr. Zhang 's subject matter is , to some degree at least , quintessentially American , his approach to storytelling might be called Iranian .	2
45	8fb795b19a63325056b455ae1	 ... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... The film 's ending has a `` What was it all for ? ''	0
46	4dfd54ce02be782bf6719f264	 feeling to it , but like the 1920 's , the trip there is a great deal of fun .	3
47	94427fbaff9b49b40cf4b962b	 `` Cremaster 3 '' should come with the warning `` For serious film buffs only ! ''	3
48	b00b0769ce115926ccf80e099	 Made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby .	1
49	e7cb89370c6009d29a5ede54b	 But believe it or not , it 's one of the most beautiful , evocative works I 've seen .	4
50	78536b874c3af148d62724399	 García Bernal and Talancón are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .	3
51	7cdf3668c5c134b723349f7bd	 ... a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh .	4
52	c8baae05efa6af530d6d568a3	 -LRB- City -RRB- reminds us how realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year .	3
53	99d8eec6dedd4bfe4b9440467	 The wanton slipperiness of \* Corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .	4
54	88ce04bb88222be1a1afb4c48	 `` Frailty '' starts out like a typical Bible killer story , but it turns out to be significantly different -LRB- and better -RRB- than most films with this theme .	4
55	d2ace4f825c98beecd5b7f1cb	 For those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half .	4
56	d0eed6e7226a51c988921e0d5	 It cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .	4
57	3f62d486feb3531fead11effc	 A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .	3
58	052bd96df2282320b3e94d994	 A crisp psychological drama -LRB- and -RRB- a fascinating little thriller that would have been perfect for an old `` Twilight Zone '' episode .	3
59	811c6ba348b4254d5df20b7a7	 It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .	3
60	e08d6439e874d9da14dccf39d	 Opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half .	2
61	395b3e08dfb59c6c77cc91a4b	 An uncluttered , resonant gem that relays its universal points without lectures or confrontations . '	3
62	1d5558e31d3e3e5d3f8e6b424	 -LRB- The Cockettes -RRB- provides a window into a subculture hell-bent on expressing itself in every way imaginable . '	3
63	380db4164da36a9eec8ff9d6f	 A smart , steamy mix of road movie , coming-of-age story and political satire .	3
64	3fdaf71c06c47f43405fb1a23	 The modern-day royals have nothing on these guys when it comes to scandals .	1
65	664546d199f491d873b7f131e	 It 's only in fairy tales that princesses that are married for political reason live happily ever after .	1
66	5525dcb73ecb0d34d31eeaf33	 A terrific B movie -- in fact , the best in recent memory .	4
67	b045132944b5370432fde29fb	 `` Birthday Girl '' is an actor 's movie first and foremost .	3
68	ef7d600afaee8692c1b76839d	 I walked away from this new version of E.T. just as I hoped I would -- with moist eyes .	4
69	acdda08277f4ebbe849112f12	 For devotees of French cinema , Safe Conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .	4
70	2d1fb8426a611c670deb813e6	 What 's really so appealing about the characters is their resemblance to everyday children .	3
71	ce907e7eb57f1fde6f103a41c	 Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace ; still , Myer 's energy and the silliness of it all eventually prevail	2
72	8cdae70eb39ea455f73cfb541	 An absurdist spider web .	1
73	31bdf7f8b6a35183d35b1cbc2	 If you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you 're at the right film .	3
74	b1f076ca6a687c2eadd84af93	 This version moves beyond the original 's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema 's inability to stand in for true , lived experience .	2
75	df3a6645e4a83789560248ee0	 Some movies blend together as they become distant memories .	2
76	a1a96aa0918829d8769ab48d2	 Mention `` Solaris '' five years from now and I 'm sure those who saw it will have an opinion to share .	3
77	61719f5e4d0d799580cd75537	 Allen 's funniest and most likeable movie in years .	4
78	75f46e0328e0e2f9d2c24ee02	 It 's a glorious spectacle like those D.W. Griffith made in the early days of silent film .	4
79	4fa4b65bde78a634df1bf46e9	 This comic gem is as delightful as it is derivative .	4
80	aa2a959791d3b761c4e992f47	 More timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by Iran to the Afghani refugees who streamed across its borders , desperate for work and food .	4
81	984718fd47e3312400ba3b9c1	 The leaping story line , shaped by director Peter Kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .	3
82	cc6a43301eca5af85072228ae	 With three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it 's enough to make you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective .	2
83	1ef9348bf59c8ed1176de742c	 The production has been made with an enormous amount of affection , so we believe these characters love each other .	4
84	911dd77553d7b009ce726380d	 Certainly the performances are worthwhile .	3
85	e43c9e0eec28f95ef5df8aeca	 Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars .	3
86	8e2b0ac9c1a0fe38f87a45613	 Watching these eccentrics is both inspiring and pure joy .	4
87	94f267bbdc3e860725b0c4bea	 Steven Spielberg brings us another masterpiece	4
88	af8841faa1b2307a57db834b9	 Finally , the French-produced `` Read My Lips '' is a movie that understands characters must come first .	3
89	cb74f9a115e57c266f516326a	 Ms. Seigner and Mr. Serrault bring fresh , unforced naturalism to their characters .	4
90	5e16d8dbdc28dc3a76864e982	 Allen shows he can outgag any of those young whippersnappers making moving pictures today .	3
91	89ece62e4ddaaf97d6b94ea50	 A good film with a solid pedigree both in front of and , more specifically , behind the camera .	3
92	b70bea699175f3d3cb080425f	 By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .	1
93	e855df444f6e630d588228eea	 I encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !	4
94	cec7b548eeaf4b7cbaf194c22	 A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .	3
95	8e7323d8b9e8b9473297b3de2	 High Crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience .	3
96	1c867a0745052cde15d7cb1ef	 If you 're a fan of the series you 'll love it and probably want to see it twice .	4
97	1bcac697742c996d28e32ab80	 I will be .	3
98	f3c945f483aec6a34fc2c6e86	 It celebrates the group 's playful spark of nonconformity , glancing vividly back at what Hibiscus grandly called his ` angels of light . '	3
99	93ca0d5ff56c5b90ad8141c7c	 The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .	4
100	c5d392b113683fb444249ab49	 It is also a testament to the integrity and vision of the band .	3
101	643ca45d646f12fffb460d9e5	 Laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , No Such Thing is a fascinating little tale .	4
102	38c8bbfbc10510fa23ba0e272	 Huppert 's show to steal and she makes a meal of it , channeling Kathy Baker 's creepy turn as the repressed mother on Boston Public just as much as 8 Women 's Augustine .	3
103	58986ce090102bf85dca18724	 Nair does n't treat the issues lightly .	3
104	c7d725a54964f00421733d6e1	 She allows each character to confront their problems openly and honestly .	3
105	fefe57e1fb5f67ca5a2334bfd	 One of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers .	4
106	c4f6af57f0f7db12c3ff80388	 The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .	3
107	07aa395ae584f4d79d40b2841	 Strange occurrences build in the mind of the viewer and take on extreme urgency .	3
108	17eb4c941ac6ab2640c84fe9a	 Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement .	3
109	0044d9e9fc23a501176cd01df	 Familiar but utterly delightful .	3
110	d61de0e8fc7f65b2baa9a8274	 A fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .	3
111	9da9cc45b6aedfee0775ab919	 The film aims to be funny , uplifting and moving , sometimes all at once .	3
112	d4d8ee61c7e33ed620de672c7	 The extent to which it succeeds is impressive .	3
113	a9e89ad719cf604e2cdd5ecdb	 The film brilliantly shines on all the characters , as the direction is intelligently accomplished .	4
114	5c1cba397b4442b60d89dea05	 While not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the National Lampoon film franchise , too long reduced to direct-to-video irrelevancy .	3
115	7aead427f5ea862a32d468d3f	 As broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism .	3
116	154bcc3288f33b177868a2d2d	 In addition to Hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday .	4
117	319e1a818e49bd98d6ea05575	 Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator is Oscar-worthy .	4
118	1d1cd880489d37703a594b948	 From the opening strains of the Average White Band 's `` Pick up the Pieces '' , you can feel the love .	3
119	1fa4a48926cb05a76ac13f75a	 Stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .	3
120	a873fbf4376fd79e4fb8698ab	 that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture	3
121	f88838f6054d2261ef6f8784d	 Old people will love this movie , and I mean that in the nicest possible way : Last Orders will touch the heart of anyone old enough to have earned a 50-year friendship .	2
122	d75e889d8fc43d83bfc7745cc	 Meyjes ' provocative film might be called an example of the haphazardness of evil .	3
123	3ae33d42366e79d4bb3b3f348	 Tian emphasizes the isolation of these characters by confining color to Liyan 's backyard .	2
124	e6857297bda5587b3309a3246	 The movie is pretty funny now and then without in any way demeaning its subjects .	3
125	7c43eec1c343fff05c997ab67	 imagine a scenario where Bergman approaches Swedish fatalism using Gary Larson 's Far Side humor	3
126	da83e72656b7f27957792378b	 Too damn weird to pass up , and for the blacklight crowd , way cheaper -LRB- and better -RRB- than Pink Floyd tickets .	3
127	8431c2bf8b6428579e9cae9c8	 It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .	4
128	882d4c6c3f36f8caa82fa6095	 It 's not a great monster movie .	1
129	5437450258b0c0cdb52708127	 But if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here .	2
130	9f9018d60bfeb350be6309be7	 Chomp chomp !	2
131	bde6cd766e6eb068943762cae	 The Grey Zone gives voice to a story that needs to be heard in the sea of Holocaust movies ... but the film suffers from its own difficulties .	2
132	9cfca16cb5a7958aabb48f53d	 Others , more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find Morrison 's iconoclastic uses of technology to be liberating .	4
133	3a0cabc195d460d75dd9619fe	 Miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .	3
134	937ff366b0af59d49e0b47e92	 Time Out is existential drama without any of the pretension associated with the term .	3
135	4efa7875e60df76c31b769efa	 It 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .	3
136	806bfb907dcadc671aadcc9bf	 Writer\/director Alexander Payne -LRB- Election -RRB- and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .	3
137	d92920c1522b6a8709cba30d9	 A movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .	2
138	39b705b2c4a132207ee9c747e	 It 's tough to watch , but it 's a fantastic movie .	4
139	1b25fc2d1e1466df7744ddb9e	 The best animated feature to hit theaters since Beauty and the Beast 11 years ago .	4
140	aa3145a6475feccc19ed1b26f	 What saves this deeply affecting film from being merely a collection of wrenching cases is Corcuera 's attention to detail .	3
141	8fb231886bfcce7ae7d485864	 Pacino is the best he 's been in years and Keener is marvelous .	4
142	4960d8629e499ce5f9e09eca4	 A solid , spooky entertainment worthy of the price of a ticket .	3
143	fe34823a772c1bec2ec694b4f	 By turns fanciful , grisly and engagingly quixotic .	3
144	fe84ce55445ca7f3070824db1	 ... very funny , very enjoyable ...	4
145	0a71d393a9d46e955d8c388e1	 Adaptation is intricately constructed and in a strange way nails all of Orlean 's themes without being a true adaptation of her book .	3
146	5bd811e5427988431ad6f49fa	 So purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .	3
147	8e565b88688cbbebacfd5cdfe	 Moonlight Mile gives itself the freedom to feel contradictory things .	3
148	783652ae90ec72e68fdadf5aa	 It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .	4
149	f42a1e0ad07c1f0b1c25c914d	 The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron .	3
150	2fb96c19164d82c535d49d12c	 Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .	3
151	ecaa55aa1d4a39857d55f9624	 If you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of Unfaithful .	3
152	1e81f8f402291154810589cdf	 Australia : Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place .	3
153	79924563a1a4e7b67fe443072	 Hoffman 's performance is authentic to the core of his being .	3
154	782dca9fd20b86779a739ef48	 Told just proficiently enough to trounce its overly comfortable trappings .	3
155	5e50938c313789024489cc0af	 An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .	4
156	0f09158623132f5934d18f56f	 The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths .	4
157	ee723269e069bfed13ef2aba8	 A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .	4
158	e90f1f88f26a7b9977b093259	 What could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .	3
159	25d4e3e738e3cc88962c40823	 Duvall is strong as always .	4
160	5665a250fb99c7dcc2b633621	 A no-holds-barred cinematic treat .	4
161	4b4df25d3a1ab51c3f5098963	 You 'd have to be a most hard-hearted person not to be moved by this drama .	3
162	f33dc0ae051446a22f5a34250	 Allen 's underestimated charm delivers more goodies than lumps of coal .	3
163	a2425c1e0db889e16859149ac	 Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs , Red Dragon rates as an exceptional thriller .	4
164	e1bcec7838b556a1a99ecc983	 An exhilarating serving of movie fluff .	2
165	dbf1bc4601f08c2cba0d5bacb	 Maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor .	4
166	719a991bace9f9d20f8dd04a1	 It makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .	3
167	d6fa20c4c89259811df95c83c	 Dark and disturbing , yet compelling to watch .	2
168	6822e216ac7eb0e3ec1c4a9ba	 Too often , Son of the Bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''	1
169	e247466d0b1a1f5fadd975f15	 The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came .	3
170	7c8bcc8c6b0f9e4b0f77fb910	 A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy .	2
171	032b2223277bdb0b790edcf5b	 A terrific insider look at the star-making machinery of tinseltown .	3
172	6cdf1755f8f8e65ee99fd3c34	 It 's a diverting enough hour-and-a-half for the family audience .	3
173	c692091e0023ba8b12543bc88	 A party-hearty teen flick that scalds like acid .	1
174	bcd767fa17f071cb2c7afb44e	 As giddy and whimsical and relevant today as it was 270 years ago .	4
175	3f83fd7406562b80474da0fdb	 The film offers an intriguing what-if premise .	4
176	f0261a2282e2001506ad742b2	 The Pianist is the film Roman Polanski may have been born to make .	3
177	11166dc3f5323f5d3d3b44e49	 This version does justice both to Stevenson and to the sci-fi genre .	3
178	9a4af8bf68f8a0c79bfe26f47	 Poignant and delicately complex .	3
179	6d7ce4f8ab92775541f8081db	 Enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers .	3
180	5d6c4e7b1814c1f57ce8cddff	 Cho 's latest comic set is n't as sharp or as fresh as I 'm the One That I Want ... but it 's still damn funny stuff .	3
181	abe70a30e16d9d484c466b8e5	 In The Pianist , Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way .	3
182	a783db637c55bbfc3222fb976	 Despite the film 's shortcomings , the stories are quietly moving .	3
183	d0dd0c8c0a7a9f2b3d5558b65	 Those who love Cinema Paradiso will find the new scenes interesting , but few will find the movie improved .	2
184	66b47f10ba158b7147201c0d7	 If you come from a family that eats , meddles , argues , laughs , kibbitzes and fights together , then go see this delightful comedy .	3
185	216d1007a309cb6cde265c8a9	 This bracingly truthful antidote to Hollywood teenage movies that slather Clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty .	3
186	386c90d4f9728ca16d8908b70	 The reason to see `` Sade '' lay with the chemistry and complex relationship between the marquis -LRB- Auteil -RRB- and Emilie -LRB- Le Besco -RRB- .	2
187	eeca98fec255bc17717644990	 It 's the filmmakers ' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion .	3
188	7977025ed540a477bb5930bd5	 The film 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .	3
189	c2ccdcf2825b131e3665f6086	 ... best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the Warren Report .	2
190	18e9977f0d6c0884afb3ae03d	 It has its faults , but it is a kind , unapologetic , sweetheart of a movie , and Mandy Moore leaves a positive impression .	3
191	9c0a3b1cc89d49707537c82d9	 The Saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and The Quiet American brings us right into the center of that world .	3
192	a1ede8b937b68eedd379b0947	 Despite its shortcomings , Girls Ca n't Swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the French coming-of-age genre .	3
193	30055913109a853ae9973d902	 Flawed , but worth seeing for Ambrose 's performance .	2
194	e78b23f4a495dbe07da0aea43	 With Dirty Deeds , David Caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen .	4
195	b9f4cf82d3b280feb7d1035b0	 The humor and humanity of Monsoon Wedding are in perfect balance .	3
196	86d88571fc9eca8aebb3c7eb7	 Lookin ' for sin , American-style ?	1
197	0b41da12426bc9291be302005	 Try Hell House , which documents the cautionary Christian spook-a-rama of the same name .	2
198	c02fdd178e6b2ad3313cf1899	 A compelling motion picture that illustrates an American tragedy .	4
199	12b0ac815a5c155328082dae3	 As comedic spotlights go , Notorious C.H.O. hits all the verbal marks it should .	3
200	1a37dbdee7fff4fddea5ab28e	 It 's a day at the beach -- with air conditioning and popcorn .	3
201	809d7080e9d60901f126a6659	 Frida is n't that much different from many a Hollywood romance .	1
202	8ed5ef09a5b8a8563c0b3fce2	 What sets it apart is the vision that Taymor , the avant garde director of Broadway 's The Lion King and the film Titus , brings .	3
203	a5e4c2815061b76fbb8e50b21	 Stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .	4
204	81cd21648957f3058f48750c7	 Extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten .	4
205	8db7106a3a9dbef4ce6a110f3	 The film exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .	3
206	01ec1ba27ca37019a080f9c64	 K-19 : The Widowmaker is derivative , overlong , and bombastic -- yet surprisingly entertaining .	3
207	070102e510ce3bac6edfddfb0	 It 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .	3
208	cf93aeff950d0dc6bd8310fa6	 Cineasts will revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of Miramax chief Harvey Weinstein 's bluff personal style to the stylistic rigors of Denmark 's Dogma movement .	3
209	a33453c8dcc1d6683f1e49df9	 It 's a rare window on an artistic collaboration .	3
210	93608d8af0293f0d6b4d804b3	 ... begins with promise , but runs aground after being snared in its own tangled plot .	1
211	7ee1b59d5edd9939d6c0c1f6a	 Perhaps the best sports movie I 've ever seen .	4
212	ea98e36e3584c6e8a6799af21	 Cho 's timing is priceless .	4
213	c252334f99ebef026336158f3	 ... creates a visceral sense of its characters ' lives and conflicted emotions that carries it far above ... what could have been a melodramatic , Lifetime Channel-style anthology .	2
214	276192c3e9febe1d8f169ceae	 A sensitive , moving , brilliantly constructed work .	4
215	dd543a9ed879f8033bb55dd01	 An edgy thriller that delivers a surprising punch .	3
216	0568df3139a2560c954f5ba27	 A reasonably entertaining sequel to 1994 's surprise family hit that may strain adult credibility .	3
217	5c76379bffae8b18b73690cb9	 -LRB- Reno -RRB- delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .	3
218	a0af64b79bfad0e5f287bb9db	 there is truth here	3
219	efccc6b985ac0ebfce6baef69	 a confident , richly acted , emotionally devastating piece of work and 2002 's first great film	4
220	c7ddff3a1f67762ebd6214161	 A touching , small-scale story of family responsibility and care in the community .	3
221	e76fc8067ecc4998e1bc6090b	 Arteta directs one of the best ensemble casts of the year	4
222	7c6f6283f9cff4260bdddeaf1	 The casting of von Sydow ... is itself Intacto 's luckiest stroke .	3
223	b4921dc11388856116ae59937	 No , it 's not as single-minded as John Carpenter 's original , but it 's sure a lot smarter and more unnerving than the sequels .	3
224	4e57747b39a0716147fe99a64	 A gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .	4
225	9efe6e9a9898dbe8748992aa7	 Stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .	4
226	5955e085af6749fa81a2ff8e7	 ... the first 2\/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices -LRB- cool visual backmasking -RRB- , a solid cast , and some wickedly sick and twisted humor ...	4
227	011fcaa1148ee4366f829ff9f	 This movie got me grinning .	3
228	b3a541050d45cdff47425b350	 There 's a part of us that can not help be entertained by the sight of someone getting away with something .	3
229	747c585d107ed084df8fc2f4b	 An old-fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue .	3
